problem_ordinal,example_idx,steps,our,weak,strong,our_power,weak_power,strong_power,speedup_vs_weak,speedup_vs_strong,power_vs_weak,power_vs_strong
34,34,9,5364.999982961365,7257.943634499681,4334.953141132311,3039.929754449838,4581.350822098102,3613.105691140224,1.3528319958154877,0.808006179850817,1.5070581204687172,1.1885490728367565
35,35,16,7937.133589253297,9642.703951135985,5677.855570647095,4163.563992141443,6143.3379484906445,4682.7257229861225,1.2148849257359096,0.7153534089856805,1.4754998266115145,1.1246916660400983
36,36,5,2438.2114338903075,2191.736352322388,1889.8345841283447,990.0759366052246,1422.3846404572291,1316.7409126758575,0.8989115225439436,0.7750905265475703,1.4366419664074515,1.329939314746607
37,37,7,5727.714171044758,6459.699586763769,4353.895078518194,2987.930813914934,4081.958027456229,3296.7515529990196,1.1277971270667464,0.7601453125102481,1.3661487770889336,1.1033560541783274
38,38,4,10213.630958088415,13755.743504824244,10113.836765289307,5391.262108533792,8459.054605125835,6752.003727912903,1.346802480065206,0.9902293128458808,1.5690304857810669,1.2523976004107094
39,39,5,1721.9056835445801,1493.4020488508545,1302.34855385708,689.5616023587341,969.1656925378045,901.4285168647766,0.8672960796416294,0.7563413991271388,1.4054809450274617,1.3072487124882308
40,40,1,845.3760147094727,1167.599642957617,845.3760147094727,468.1925115585327,718.4669766679907,621.4672164916992,1.3811601259575383,1.0,1.5345546093343894,1.3273753875792274
41,41,9,8818.02335348307,9601.419300296557,6030.331433432275,4971.425107010826,6086.053604133784,5151.658547401428,1.0888403120982948,0.683864307418774,1.2242070378473733,1.0362538782162147
42,42,5,3047.0578580541505,3459.028414227466,2522.988266715039,1483.53729666792,2197.050775791707,1908.931676864624,1.1352027350200693,0.8280079946779277,1.48095419018205,1.2867433000519473
43,43,7,11315.290899435244,13851.349596998169,8609.516582553028,6631.718681279193,8681.078590045381,7205.789653539658,1.2241266901666223,0.7608745244881628,1.3090239509934831,1.0865644337237979
44,44,11,8401.815801034692,9063.63053740083,6050.021119805957,4002.4026627067506,5782.016506989637,4658.022411707725,1.0787704410616374,0.7200849510484258,1.4446363832566926,1.163806544281477
